Date,Product ID,Product Type,Size,Color,Quantity Sold,Sales Channel,Marketing Channel,Revenue,Production Time,Cost per Unit,Customer Satisfaction,Product Rating,Customer Comments,Material Type,Printing Method,Discount Applied,Estimated Delivery Date,Supplier,Shipping Cost,Customer Location,Payment Method,Internal Comments,Order Number
2024-01-03,2671,Hoodie,XL,Black,2,Social Media,Social Media,91.07,4.81,19.92,2.93,1.31,Fast delivery,Polyester,Screen Printing,No,2024-01-04,Supplier C,11.97,City A,Credit Card,Handled with care,372418
2024-01-04,1606,Tank Top,S,Blue,6,Fair,Organic Search,41.32,3.95,12.35,4.88,2.9,Will buy again,Blend,Screen Printing,No,2024-01-05,Supplier A,13.66,City A,Bank Transfer,Urgent,147906
2024-01-05,3120,Tank Top,L,Red,7,Online,Organic Search,33.65,3.27,5.84,2.13,2.75,Not satisfied,Polyester,Embroidery,Yes,2024-01-06,Supplier B,9.84,City C,PayPal,Special instructions,616470
2024-01-06,7996,Hoodie,S,Red,7,Social Media,Social Media,80.56,2.57,19.08,3.68,4.45,Good quality,Polyester,Screen Printing,No,2024-01-07,Supplier A,4.27,City C,Credit Card,Handled with care,164670
2024-01-07,2731,Short Sleeve,L,Blue,9,Online,Email,66.22,1.66,9.59,4.38,4.88,Good quality,Polyester,Screen Printing,No,2024-01-08,Supplier B,11.2,City C,Bank Transfer,Urgent,907471
2024-01-08,8788,Hoodie,XL,Red,2,Fair,Social Media,28.63,1.46,5.6,4.76,4.81,Will buy again,Cotton,Embroidery,Yes,2024-01-09,Supplier C,3.33,City A,Credit Card,Urgent,601875
2024-01-09,4395,Long Sleeve,XL,Black,6,Online,Email,51.96,2.2,6.08,1.1,1.22,Not satisfied,Polyester,Sublimation,Yes,2024-01-10,Supplier C,12.16,City A,Bank Transfer,Handled with care,763290
2024-01-10,7246,Tank Top,L,Black,6,Online,Email,46.56,3.77,7.57,4.38,4.96,Fast delivery,Polyester,Screen Printing,Yes,2024-01-11,Supplier A,8.67,City C,Bank Transfer,Special instructions,402549
2024-01-11,9020,Long Sleeve,L,Black,7,Online,Social Media,72.86,1.77,14.51,1.33,3.67,Will buy again,Blend,Embroidery,No,2024-01-12,Supplier B,11.25,City A,PayPal,Urgent,474756
2024-01-12,9787,Long Sleeve,S,White,1,Social Media,Email,53.63,1.53,10.52,2.25,2.01,Good quality,Cotton,Embroidery,No,2024-01-13,Supplier C,13.04,City A,Bank Transfer,Handled with care,800293
2024-01-13,6343,Short Sleeve,S,Red,4,Social Media,Organic Search,71.89,1.31,18.76,3.97,2.51,Fast delivery,Polyester,Screen Printing,No,2024-01-14,Supplier C,6.57,City C,Bank Transfer,Special instructions,148711
2024-01-14,3304,Short Sleeve,M,Black,8,Fair,Social Media,83.95,4.38,16.9,2.47,4.55,Good quality,Blend,Embroidery,Yes,2024-01-15,Supplier A,9.64,City A,Credit Card,Handled with care,180832
2024-01-15,4419,Hoodie,M,White,3,Online,Email,76.57,1.96,9.81,1.23,4.66,Not satisfied,Cotton,Sublimation,Yes,2024-01-16,Supplier C,6.27,City A,PayPal,Handled with care,714625
2024-01-16,2131,Short Sleeve,S,Black,1,Online,Email,69.4,1.8,19.79,3.97,1.49,Good quality,Blend,Sublimation,Yes,2024-01-17,Supplier B,11.55,City C,PayPal,Urgent,879308
2024-01-17,3003,Tank Top,M,Black,8,Fair,Social Media,92.52,2.56,15.0,3.23,1.57,Not satisfied,Polyester,Sublimation,Yes,2024-01-18,Supplier C,8.0,City B,Bank Transfer,Handled with care,555944
2024-01-18,8644,Tank Top,S,Blue,8,Social Media,Social Media,39.82,3.52,5.26,2.86,1.18,Not satisfied,Cotton,Embroidery,Yes,2024-01-19,Supplier A,6.67,City A,Bank Transfer,Handled with care,480740
2024-01-19,2707,Tank Top,S,Black,7,Social Media,Organic Search,60.6,3.35,11.95,2.65,2.58,Will buy again,Polyester,Screen Printing,No,2024-01-20,Supplier B,13.91,City C,Credit Card,Urgent,130229
2024-01-20,9192,Tank Top,S,Black,8,Social Media,Email,80.49,4.69,18.65,3.51,2.38,Fast delivery,Blend,Screen Printing,Yes,2024-01-21,Supplier B,4.55,City B,Bank Transfer,Special instructions,926386
2024-01-21,8528,Tank Top,M,Black,1,Online,Social Media,37.92,3.73,9.44,4.67,3.69,Not satisfied,Blend,Sublimation,Yes,2024-01-22,Supplier C,4.66,City C,PayPal,Handled with care,526749
2024-01-22,1691,Hoodie,L,Black,7,Social Media,Email,36.94,3.25,18.9,2.68,1.65,Will buy again,Blend,Screen Printing,Yes,2024-01-23,Supplier B,8.79,City A,PayPal,Special instructions,696715
2024-01-23,3547,Tank Top,XL,Black,1,Fair,Email,74.74,3.85,14.23,2.55,4.19,Good quality,Cotton,Screen Printing,No,2024-01-24,Supplier A,12.1,City A,Bank Transfer,Special instructions,840961
2024-01-24,3683,Hoodie,M,Green,3,Social Media,Email,82.45,3.65,13.75,2.45,3.32,Fast delivery,Cotton,Embroidery,No,2024-01-25,Supplier C,3.94,City C,PayPal,Urgent,260663
2024-01-25,9535,Long Sleeve,XL,Green,7,Online,Social Media,90.91,4.07,10.49,1.8,1.44,Fast delivery,Blend,Screen Printing,Yes,2024-01-26,Supplier C,13.43,City C,Bank Transfer,Handled with care,737663
2024-01-26,7995,Long Sleeve,XL,White,9,Online,Organic Search,55.87,3.29,19.35,4.33,4.59,Not satisfied,Polyester,Sublimation,Yes,2024-01-27,Supplier A,3.51,City A,Credit Card,Urgent,644597
2024-01-27,7862,Short Sleeve,L,White,9,Online,Email,77.3,4.23,11.46,1.92,4.4,Fast delivery,Polyester,Screen Printing,No,2024-01-28,Supplier A,4.15,City C,Bank Transfer,Handled with care,660682
2024-01-28,7176,Tank Top,M,White,7,Online,Social Media,33.68,4.6,14.52,3.22,4.02,Fast delivery,Polyester,Screen Printing,No,2024-01-29,Supplier A,8.7,City B,Bank Transfer,Handled with care,737946
2024-01-29,7598,Long Sleeve,XL,Green,4,Social Media,Email,45.18,3.79,14.56,4.13,2.92,Good quality,Cotton,Embroidery,No,2024-01-30,Supplier B,8.44,City C,Bank Transfer,Handled with care,913264
2024-01-30,6985,Hoodie,L,White,3,Social Media,Organic Search,70.57,2.43,14.65,1.1,3.44,Good quality,Cotton,Screen Printing,Yes,2024-01-31,Supplier B,6.44,City C,PayPal,Urgent,271580
2024-01-31,5524,Hoodie,L,Blue,4,Fair,Email,31.83,2.12,9.59,3.01,1.79,Will buy again,Blend,Embroidery,Yes,2024-02-01,Supplier A,14.25,City B,Bank Transfer,Special instructions,994680
2024-02-01,1827,Hoodie,S,Red,2,Online,Organic Search,96.45,3.55,17.97,2.61,4.04,Not satisfied,Blend,Screen Printing,Yes,2024-02-02,Supplier A,9.98,City B,Bank Transfer,Urgent,332631
2024-02-02,7834,Short Sleeve,M,Blue,5,Social Media,Social Media,30.23,3.53,13.9,1.29,3.78,Not satisfied,Blend,Embroidery,Yes,2024-02-03,Supplier A,3.42,City B,Credit Card,Urgent,387692
2024-02-03,4204,Hoodie,XL,Red,1,Social Media,Social Media,82.14,1.1,10.83,4.27,4.2,Will buy again,Cotton,Screen Printing,Yes,2024-02-04,Supplier C,11.9,City C,PayPal,Urgent,504018
2024-02-04,1093,Short Sleeve,L,Red,9,Online,Social Media,45.49,3.99,9.83,2.61,4.75,Will buy again,Polyester,Screen Printing,No,2024-02-05,Supplier B,5.24,City A,PayPal,Handled with care,479460
2024-02-05,3467,Hoodie,XL,Black,3,Social Media,Email,78.63,1.89,6.71,2.49,4.56,Not satisfied,Blend,Embroidery,Yes,2024-02-06,Supplier C,11.99,City A,Bank Transfer,Handled with care,368916
2024-02-06,4778,Short Sleeve,M,White,7,Social Media,Organic Search,52.38,1.22,14.15,3.69,4.58,Not satisfied,Polyester,Sublimation,Yes,2024-02-07,Supplier B,9.67,City C,Credit Card,Urgent,319545
2024-02-07,1404,Short Sleeve,S,Red,8,Online,Email,79.81,1.61,16.74,2.77,2.72,Will buy again,Polyester,Sublimation,Yes,2024-02-08,Supplier C,3.09,City A,Bank Transfer,Urgent,592045
2024-02-08,6037,Long Sleeve,XL,Black,8,Fair,Organic Search,92.03,3.63,11.34,2.49,4.15,Will buy again,Blend,Screen Printing,Yes,2024-02-09,Supplier B,12.99,City B,Credit Card,Handled with care,731771
2024-02-09,1375,Long Sleeve,S,Blue,9,Fair,Social Media,67.69,3.09,18.73,3.25,4.88,Will buy again,Polyester,Embroidery,No,2024-02-10,Supplier A,9.13,City A,PayPal,Special instructions,714192
2024-02-10,4945,Hoodie,L,Black,1,Fair,Email,33.11,4.39,6.88,2.44,2.06,Not satisfied,Cotton,Embroidery,Yes,2024-02-11,Supplier B,12.47,City C,Credit Card,Urgent,519510
2024-02-11,1497,Long Sleeve,S,Red,3,Fair,Social Media,96.09,1.43,12.32,4.01,4.06,Not satisfied,Polyester,Sublimation,No,2024-02-12,Supplier B,8.35,City A,PayPal,Special instructions,782415
2024-02-12,8666,Short Sleeve,XL,Black,2,Fair,Social Media,62.6,4.32,14.64,4.03,1.97,Will buy again,Polyester,Sublimation,No,2024-02-13,Supplier A,13.19,City A,Credit Card,Handled with care,236618
2024-02-13,8373,Short Sleeve,M,Black,7,Social Media,Organic Search,39.15,3.6,13.54,4.02,2.14,Fast delivery,Blend,Embroidery,Yes,2024-02-14,Supplier B,13.23,City B,Credit Card,Handled with care,742867
2024-02-14,9930,Tank Top,XL,Blue,4,Social Media,Organic Search,52.67,1.86,18.34,4.16,2.71,Good quality,Polyester,Embroidery,Yes,2024-02-15,Supplier C,9.4,City B,Credit Card,Special instructions,125010
2024-02-15,5515,Tank Top,XL,Blue,7,Social Media,Organic Search,77.69,3.95,15.26,3.17,2.77,Will buy again,Blend,Screen Printing,No,2024-02-16,Supplier C,11.31,City A,Bank Transfer,Handled with care,748052
2024-02-16,7729,Short Sleeve,S,Red,8,Fair,Email,94.82,3.97,17.38,4.28,3.8,Good quality,Blend,Screen Printing,Yes,2024-02-17,Supplier B,7.33,City B,PayPal,Special instructions,369119
2024-02-17,4290,Long Sleeve,S,Black,5,Social Media,Social Media,92.53,1.43,14.93,2.07,1.42,Will buy again,Polyester,Embroidery,No,2024-02-18,Supplier C,12.94,City C,Credit Card,Handled with care,254165
2024-02-18,2562,Short Sleeve,XL,Green,1,Fair,Email,31.22,2.07,10.16,4.66,4.37,Good quality,Blend,Sublimation,Yes,2024-02-19,Supplier B,5.81,City A,PayPal,Special instructions,667113
2024-02-19,9652,Hoodie,S,Black,9,Social Media,Organic Search,89.74,3.56,9.09,2.61,1.54,Not satisfied,Blend,Sublimation,No,2024-02-20,Supplier C,14.3,City A,Bank Transfer,Special instructions,511032
2024-02-20,4123,Tank Top,S,Red,3,Social Media,Organic Search,67.21,2.52,10.25,3.12,1.1,Good quality,Cotton,Screen Printing,No,2024-02-21,Supplier A,6.96,City C,PayPal,Urgent,608588
2024-02-21,2838,Tank Top,M,Green,4,Online,Organic Search,52.77,4.06,11.12,1.66,2.61,Fast delivery,Cotton,Sublimation,Yes,2024-02-22,Supplier C,11.39,City A,Credit Card,Urgent,220903
2024-02-22,7959,Long Sleeve,M,Black,3,Social Media,Social Media,57.15,3.14,17.4,1.14,4.1,Fast delivery,Cotton,Embroidery,Yes,2024-02-23,Supplier A,5.41,City B,Bank Transfer,Handled with care,638745
2024-02-23,5736,Short Sleeve,L,Blue,9,Fair,Social Media,83.57,4.43,15.66,1.37,2.39,Fast delivery,Blend,Screen Printing,No,2024-02-24,Supplier C,4.01,City A,Bank Transfer,Handled with care,331414
2024-02-24,4466,Tank Top,XL,Red,1,Online,Organic Search,87.58,1.44,17.4,1.01,4.4,Will buy again,Blend,Screen Printing,No,2024-02-25,Supplier A,5.52,City A,Credit Card,Urgent,640839
2024-02-25,5043,Long Sleeve,S,Black,7,Online,Social Media,72.63,3.93,18.88,4.08,3.65,Not satisfied,Blend,Embroidery,No,2024-02-26,Supplier A,14.98,City A,Bank Transfer,Handled with care,312098
2024-02-26,7029,Tank Top,XL,Blue,7,Social Media,Social Media,24.68,2.86,17.22,4.04,3.84,Will buy again,Cotton,Screen Printing,Yes,2024-02-27,Supplier C,14.71,City A,Bank Transfer,Handled with care,848566
2024-02-27,5702,Long Sleeve,L,Red,6,Fair,Email,84.68,3.08,19.43,2.67,3.07,Will buy again,Cotton,Embroidery,Yes,2024-02-28,Supplier A,3.37,City C,Bank Transfer,Urgent,774707
2024-02-28,6638,Tank Top,L,Green,8,Online,Email,22.06,2.14,19.25,3.43,3.36,Fast delivery,Polyester,Embroidery,No,2024-02-29,Supplier C,8.79,City B,Bank Transfer,Handled with care,178933
2024-02-29,8853,Hoodie,M,Green,4,Social Media,Organic Search,51.02,2.08,9.81,1.6,1.66,Not satisfied,Polyester,Sublimation,Yes,2024-03-01,Supplier A,10.9,City A,Bank Transfer,Special instructions,605040
2024-03-01,6534,Tank Top,S,Red,7,Social Media,Organic Search,55.53,1.76,10.88,4.38,4.55,Good quality,Polyester,Sublimation,Yes,2024-03-02,Supplier B,4.46,City C,Bank Transfer,Handled with care,178479
2024-03-02,7310,Short Sleeve,S,Blue,9,Online,Social Media,60.49,2.49,13.63,3.48,2.7,Not satisfied,Cotton,Screen Printing,Yes,2024-03-03,Supplier B,7.48,City C,Bank Transfer,Handled with care,701954
2024-03-03,3987,Long Sleeve,XL,Green,6,Fair,Email,40.48,1.96,15.36,2.41,2.76,Good quality,Cotton,Embroidery,No,2024-03-04,Supplier C,6.3,City B,PayPal,Special instructions,790370
2024-03-04,5690,Long Sleeve,M,Red,3,Social Media,Email,53.53,1.76,11.97,4.43,3.71,Good quality,Polyester,Screen Printing,Yes,2024-03-05,Supplier B,9.2,City A,Credit Card,Urgent,208645
2024-03-05,4292,Tank Top,M,Black,9,Social Media,Organic Search,82.98,4.85,16.82,3.84,4.55,Not satisfied,Blend,Embroidery,No,2024-03-06,Supplier B,6.48,City B,PayPal,Urgent,178028
2024-03-06,3881,Short Sleeve,M,Red,2,Social Media,Email,41.7,2.79,14.48,2.67,3.98,Will buy again,Polyester,Screen Printing,Yes,2024-03-07,Supplier A,8.22,City B,Bank Transfer,Handled with care,399066
2024-03-07,6801,Tank Top,S,Red,5,Fair,Social Media,85.06,3.71,13.94,2.45,2.77,Will buy again,Cotton,Screen Printing,No,2024-03-08,Supplier C,6.55,City A,Bank Transfer,Urgent,710967
2024-03-08,8282,Tank Top,L,Red,1,Fair,Email,21.01,2.5,7.18,1.81,2.85,Will buy again,Cotton,Screen Printing,Yes,2024-03-09,Supplier B,3.19,City B,Bank Transfer,Special instructions,865452
2024-03-09,9526,Tank Top,L,Blue,5,Social Media,Email,31.42,3.28,7.57,1.7,2.11,Good quality,Polyester,Sublimation,Yes,2024-03-10,Supplier C,13.13,City C,Credit Card,Urgent,570435
2024-03-10,9933,Hoodie,S,White,8,Social Media,Organic Search,94.02,3.0,9.7,2.81,1.23,Not satisfied,Blend,Embroidery,Yes,2024-03-11,Supplier C,13.3,City A,Credit Card,Special instructions,411789
2024-03-11,9292,Long Sleeve,L,Black,1,Fair,Email,57.63,3.45,19.44,2.48,4.76,Fast delivery,Polyester,Sublimation,Yes,2024-03-12,Supplier B,14.58,City B,Credit Card,Special instructions,432236
2024-03-12,3463,Short Sleeve,XL,Blue,2,Social Media,Organic Search,24.06,3.89,6.14,1.25,1.4,Good quality,Cotton,Sublimation,Yes,2024-03-13,Supplier C,11.8,City B,Bank Transfer,Special instructions,578627
2024-03-13,8676,Hoodie,S,Red,5,Social Media,Organic Search,68.84,3.66,19.4,2.24,2.08,Fast delivery,Blend,Screen Printing,No,2024-03-14,Supplier C,12.75,City B,Bank Transfer,Handled with care,784586
2024-03-14,9366,Hoodie,S,Black,1,Fair,Email,56.48,4.05,12.16,1.53,4.79,Not satisfied,Polyester,Sublimation,No,2024-03-15,Supplier A,3.75,City B,Bank Transfer,Urgent,248283
2024-03-15,9797,Tank Top,M,Blue,1,Online,Organic Search,27.09,1.59,11.54,4.21,3.31,Not satisfied,Polyester,Screen Printing,No,2024-03-16,Supplier A,14.53,City C,PayPal,Handled with care,108949
2024-03-16,8794,Tank Top,S,Green,1,Online,Social Media,47.84,1.38,17.7,2.91,4.41,Fast delivery,Blend,Embroidery,Yes,2024-03-17,Supplier A,6.67,City C,PayPal,Special instructions,108667
2024-03-17,4745,Tank Top,XL,Black,4,Social Media,Organic Search,69.15,2.36,17.47,1.74,3.78,Fast delivery,Cotton,Sublimation,No,2024-03-18,Supplier B,3.57,City A,PayPal,Handled with care,243011
2024-03-18,5876,Long Sleeve,M,White,9,Fair,Organic Search,70.22,2.93,7.01,1.65,1.19,Will buy again,Polyester,Sublimation,No,2024-03-19,Supplier B,10.09,City C,PayPal,Special instructions,774617
2024-03-19,4808,Tank Top,M,White,7,Social Media,Email,90.95,1.9,17.18,4.27,1.6,Good quality,Blend,Screen Printing,Yes,2024-03-20,Supplier C,3.61,City B,Credit Card,Urgent,803444
2024-03-20,6576,Hoodie,L,Black,3,Social Media,Email,59.4,4.09,12.66,3.23,1.47,Fast delivery,Blend,Screen Printing,Yes,2024-03-21,Supplier C,5.29,City B,PayPal,Urgent,983036
2024-03-21,3173,Long Sleeve,M,Black,1,Social Media,Organic Search,28.38,3.88,9.85,3.01,2.93,Fast delivery,Polyester,Sublimation,No,2024-03-22,Supplier A,14.66,City C,PayPal,Handled with care,661516
2024-03-22,5720,Hoodie,XL,Red,7,Online,Organic Search,29.08,4.65,6.63,2.79,4.27,Fast delivery,Blend,Screen Printing,No,2024-03-23,Supplier C,10.19,City A,PayPal,Special instructions,972009
2024-03-23,7874,Long Sleeve,XL,Red,6,Online,Organic Search,53.34,3.92,13.88,3.98,3.87,Not satisfied,Cotton,Screen Printing,No,2024-03-24,Supplier B,12.41,City C,Bank Transfer,Handled with care,521036
2024-03-24,2179,Long Sleeve,L,Red,7,Social Media,Social Media,34.83,1.43,16.7,3.2,1.83,Will buy again,Cotton,Embroidery,Yes,2024-03-25,Supplier B,3.17,City A,Bank Transfer,Special instructions,459324
2024-03-25,9888,Long Sleeve,S,Black,2,Fair,Email,93.68,3.66,18.29,1.48,2.67,Fast delivery,Polyester,Sublimation,No,2024-03-26,Supplier B,8.26,City A,PayPal,Urgent,482251
2024-03-26,8288,Hoodie,XL,White,5,Online,Social Media,36.97,2.65,19.57,1.28,3.79,Not satisfied,Blend,Embroidery,No,2024-03-27,Supplier A,8.06,City A,Credit Card,Special instructions,322685
2024-03-27,3496,Long Sleeve,XL,Green,5,Fair,Email,50.11,2.04,6.85,2.07,4.58,Not satisfied,Polyester,Screen Printing,No,2024-03-28,Supplier B,12.42,City B,Credit Card,Special instructions,956236
2024-03-28,3757,Hoodie,L,White,3,Fair,Email,60.99,3.41,10.95,4.89,4.66,Fast delivery,Blend,Embroidery,Yes,2024-03-29,Supplier A,5.83,City B,Credit Card,Urgent,691452
2024-03-29,8458,Short Sleeve,L,Red,3,Fair,Social Media,46.43,2.21,5.73,1.33,3.02,Good quality,Blend,Sublimation,No,2024-03-30,Supplier B,7.75,City B,Bank Transfer,Urgent,276103
2024-03-30,5047,Hoodie,L,Blue,5,Social Media,Social Media,73.17,3.12,14.54,3.15,2.66,Will buy again,Polyester,Sublimation,No,2024-03-31,Supplier C,3.54,City A,Bank Transfer,Special instructions,884947
2024-03-31,3051,Hoodie,S,White,4,Online,Email,68.42,3.3,18.32,4.68,3.61,Not satisfied,Polyester,Sublimation,Yes,2024-04-01,Supplier C,7.28,City B,PayPal,Urgent,494140
2024-04-01,7844,Long Sleeve,S,Red,4,Fair,Email,95.15,3.12,15.31,1.31,3.65,Not satisfied,Polyester,Screen Printing,No,2024-04-02,Supplier A,4.86,City B,Credit Card,Special instructions,976195
2024-04-02,4310,Long Sleeve,M,Black,7,Social Media,Social Media,86.56,1.04,10.83,1.76,4.89,Fast delivery,Polyester,Screen Printing,No,2024-04-03,Supplier C,13.73,City A,Bank Transfer,Special instructions,838566
2024-04-03,8845,Tank Top,XL,Green,1,Social Media,Social Media,68.24,2.39,16.4,3.48,2.99,Not satisfied,Cotton,Screen Printing,Yes,2024-04-04,Supplier A,13.93,City A,Credit Card,Urgent,349962
2024-04-04,2747,Short Sleeve,S,Blue,9,Social Media,Email,55.74,4.16,19.95,1.06,3.15,Good quality,Polyester,Embroidery,No,2024-04-05,Supplier C,14.83,City A,Credit Card,Urgent,763849
2024-04-05,8828,Short Sleeve,M,White,6,Fair,Social Media,69.18,2.39,5.02,4.71,2.84,Will buy again,Blend,Sublimation,Yes,2024-04-06,Supplier C,6.84,City A,Bank Transfer,Urgent,827531
2024-04-06,4868,Tank Top,S,Red,6,Fair,Organic Search,69.85,3.04,17.42,1.43,3.87,Good quality,Polyester,Embroidery,Yes,2024-04-07,Supplier C,7.46,City C,Credit Card,Handled with care,476876
2024-04-07,5723,Hoodie,L,White,3,Social Media,Email,41.57,2.39,9.89,1.24,2.34,Fast delivery,Cotton,Sublimation,Yes,2024-04-08,Supplier B,11.6,City B,Credit Card,Urgent,321426
2024-04-08,5998,Hoodie,M,Green,1,Online,Social Media,34.24,1.8,16.21,1.77,1.14,Will buy again,Cotton,Screen Printing,Yes,2024-04-09,Supplier B,11.41,City A,PayPal,Handled with care,563539
2024-04-09,5930,Long Sleeve,S,Blue,5,Social Media,Organic Search,61.52,1.8,8.56,3.44,3.22,Good quality,Blend,Sublimation,Yes,2024-04-10,Supplier B,9.45,City A,PayPal,Urgent,598724
2024-04-10,1604,Short Sleeve,S,White,1,Fair,Email,44.58,4.0,8.03,4.76,2.13,Fast delivery,Polyester,Screen Printing,Yes,2024-04-11,Supplier C,9.49,City B,PayPal,Handled with care,396000
2024-04-11,9156,Long Sleeve,XL,Green,6,Online,Email,50.82,3.51,17.14,2.92,3.99,Good quality,Blend,Sublimation,Yes,2024-04-12,Supplier B,5.66,City B,Bank Transfer,Urgent,599823
2024-04-12,4686,Tank Top,S,Blue,3,Online,Social Media,20.13,4.73,16.51,3.14,1.69,Fast delivery,Blend,Sublimation,Yes,2024-04-13,Supplier A,5.74,City C,PayPal,Handled with care,272729
2024-04-13,4451,Short Sleeve,XL,White,4,Online,Organic Search,74.53,2.68,17.17,2.77,4.38,Not satisfied,Polyester,Embroidery,No,2024-04-14,Supplier A,8.42,City B,Credit Card,Urgent,715183
2024-04-14,4781,Long Sleeve,L,Red,3,Social Media,Social Media,24.64,3.55,16.36,3.15,4.04,Good quality,Blend,Screen Printing,Yes,2024-04-15,Supplier A,3.44,City C,Credit Card,Urgent,779812
2024-04-15,1100,Short Sleeve,M,Green,9,Online,Social Media,78.84,2.87,6.44,2.08,2.51,Good quality,Blend,Embroidery,No,2024-04-16,Supplier B,8.64,City B,Bank Transfer,Urgent,505807
2024-04-16,5790,Short Sleeve,M,Red,1,Online,Organic Search,36.64,2.9,18.24,3.78,1.69,Fast delivery,Polyester,Embroidery,No,2024-04-17,Supplier B,10.14,City C,PayPal,Special instructions,799450
2024-04-17,7037,Long Sleeve,M,Green,7,Fair,Social Media,33.18,4.42,10.66,3.84,4.42,Good quality,Blend,Screen Printing,No,2024-04-18,Supplier A,8.46,City C,Bank Transfer,Handled with care,452990
2024-04-18,6627,Long Sleeve,S,Red,1,Social Media,Email,68.04,2.82,8.29,3.08,2.37,Good quality,Cotton,Screen Printing,Yes,2024-04-19,Supplier B,6.17,City B,Credit Card,Special instructions,182029
2024-04-19,9863,Short Sleeve,M,Red,2,Online,Organic Search,98.68,4.71,13.51,4.44,1.42,Not satisfied,Cotton,Embroidery,Yes,2024-04-20,Supplier A,11.59,City C,PayPal,Special instructions,527807
2024-04-20,4665,Tank Top,XL,White,4,Online,Social Media,53.77,3.48,10.19,3.64,3.03,Good quality,Blend,Sublimation,Yes,2024-04-21,Supplier B,3.69,City B,PayPal,Handled with care,633938
2024-04-21,4107,Hoodie,M,White,6,Fair,Social Media,89.55,1.34,15.65,2.97,1.16,Not satisfied,Blend,Screen Printing,No,2024-04-22,Supplier A,12.53,City A,Bank Transfer,Special instructions,376705
2024-04-22,9429,Short Sleeve,S,Red,2,Fair,Social Media,24.95,1.27,15.42,4.37,1.64,Fast delivery,Blend,Screen Printing,No,2024-04-23,Supplier A,7.49,City A,Credit Card,Urgent,489013
2024-04-23,7910,Tank Top,S,Green,3,Online,Email,60.69,4.93,17.75,3.34,1.53,Will buy again,Blend,Sublimation,No,2024-04-24,Supplier B,6.94,City C,PayPal,Special instructions,153214
